"","OTU","estimate","statistic","p.value","parameter","conf.low","conf.high","method","alternative"
"260","ASV694",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"261","ASV1112",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"262","ASV1289",0.2465765351001,1.01773027073666,0.323949548188722,16,-0.248952785312574,0.639794028739709,"Pearson's product-moment correlation","two.sided"
"263","ASV1018",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"264","ASV2",-0.048020803107193,-0.192305067908041,0.849922826285886,16,-0.503600419310268,0.42845500725412,"Pearson's product-moment correlation","two.sided"
"265","ASV943",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"266","ASV651",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"267","ASV161",-0.247490832288444,-1.0217497226752,0.322100781682242,16,-0.640368810913933,0.248039193696687,"Pearson's product-moment correlation","two.sided"
"268","ASV842",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"269","ASV969",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"270","ASV1608",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"271","ASV744",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"272","ASV840",0.158099232463389,0.640451744940037,0.530944946550893,16,-0.333378077260507,0.582010093337036,"Pearson's product-moment correlation","two.sided"
"273","ASV589",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"274","ASV1711",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"275","ASV1402",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"276","ASV1502",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"277","ASV1795",0.174925343766519,0.710658521296889,0.487526581229048,16,-0.317907403566699,0.593338962237467,"Pearson's product-moment correlation","two.sided"
"278","ASV1283",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"279","ASV1606",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"280","ASV1772",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"281","ASV1604",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"282","ASV1183",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"283","ASV693",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"284","ASV1078",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"285","ASV1741",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"286","ASV984",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"287","ASV1434",0.2465765351001,1.01773027073666,0.323949548188722,16,-0.248952785312574,0.639794028739709,"Pearson's product-moment correlation","two.sided"
"288","ASV1497",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"289","ASV1307",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"290","ASV726",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"291","ASV1095",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"292","ASV54",0.204503045740122,0.835673364316183,0.415644233478367,16,-0.290060993437869,0.612859527415656,"Pearson's product-moment correlation","two.sided"
"293","ASV1209",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"294","ASV454",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"295","ASV146",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"296","ASV127",0.264945039238261,1.09905657589252,0.288006574451822,16,-0.2304277776329,0.651257833771883,"Pearson's product-moment correlation","two.sided"
"297","ASV758",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"298","ASV1106",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"299","ASV422",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"300","ASV677",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"301","ASV1197",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"302","ASV1127",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"303","ASV377",-0.218542742456643,-0.895825419969588,0.383625922138207,16,-0.62195416907478,0.276543343398611,"Pearson's product-moment correlation","two.sided"
"304","ASV1585",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"305","ASV1253",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"306","ASV675",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"307","ASV1030",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"308","ASV681",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"309","ASV1533",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"310","ASV1470",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"311","ASV172",0.324666121470749,1.37304408348629,0.188676717520031,16,-0.167609712094513,0.687349839900133,"Pearson's product-moment correlation","two.sided"
"312","ASV342",-0.0989196176919103,-0.397628669524424,0.696158602430652,16,-0.540813512264797,0.385766142990574,"Pearson's product-moment correlation","two.sided"
"313","ASV12",-0.118646885609203,-0.477963632901066,0.639140850485089,16,-0.554785882297328,0.368643330153494,"Pearson's product-moment correlation","two.sided"
"314","ASV1599",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"315","ASV1191",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"316","ASV626",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"317","ASV73",-0.323527727600302,-1.36766576686353,0.190321622036848,16,-0.686678207162883,0.168845717338743,"Pearson's product-moment correlation","two.sided"
"318","ASV171",-0.116125392791105,-0.467665533809518,0.646330258601192,16,-0.553013575176041,0.370850516155299,"Pearson's product-moment correlation","two.sided"
"319","ASV1417",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"320","ASV1631",0.28892224784522,1.20717177036861,0.244910066958456,16,-0.205693670408537,0.665961359089072,"Pearson's product-moment correlation","two.sided"
"321","ASV524",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"322","ASV1254",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"323","ASV944",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"324","ASV1082",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"325","ASV1296",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"326","ASV676",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"327","ASV1252",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"328","ASV102",0.0288577350671106,0.115479033955752,0.909502330233879,16,-0.443994189230364,0.489137747375035,"Pearson's product-moment correlation","two.sided"
"329","ASV728",0.62242276939953,3.18097714096845,0.00580513738600635,16,0.21927068895619,0.844026659792424,"Pearson's product-moment correlation","two.sided"
"330","ASV982",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"331","ASV1511",0.2465765351001,1.01773027073666,0.323949548188722,16,-0.248952785312574,0.639794028739709,"Pearson's product-moment correlation","two.sided"
"332","ASV826",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"333","ASV211",-0.205274663588195,-0.838964911269955,0.41384848880496,16,-0.613362191860711,0.289323156956282,"Pearson's product-moment correlation","two.sided"
"334","ASV1129",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"335","ASV82",-0.248910229827022,-1.02799547311864,0.319243012328546,16,-0.641260258538771,0.246619143047783,"Pearson's product-moment correlation","two.sided"
"336","ASV1686",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"337","ASV1593",0.560663945390758,2.7083793799513,0.0155035515868224,16,0.127050170964116,0.814367458979026,"Pearson's product-moment correlation","two.sided"
"338","ASV26",-0.148038351435415,-0.598750667575426,0.557721790879928,16,-0.57515665893999,0.342503758536878,"Pearson's product-moment correlation","two.sided"
"339","ASV1141",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"340","ASV928",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"341","ASV503",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"342","ASV246",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"343","ASV1066",-0.120443017699408,-0.485304973410933,0.634038183176906,16,-0.556045938439799,0.367067729768393,"Pearson's product-moment correlation","two.sided"
"344","ASV366",0.589329488187918,2.91785988484034,0.01006088775149,16,0.168942230879337,0.828300666644246,"Pearson's product-moment correlation","two.sided"
"345","ASV871",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"346","ASV754",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"347","ASV1064",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"348","ASV482",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"349","ASV1096",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"350","ASV1251",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"351","ASV1075",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"352","ASV1488",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"353","ASV1308",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"354","ASV1662",-0.205274663588195,-0.838964911269955,0.41384848880496,16,-0.613362191860711,0.289323156956282,"Pearson's product-moment correlation","two.sided"
"355","ASV1481",-0.120443017699408,-0.485304973410933,0.634038183176906,16,-0.556045938439799,0.367067729768393,"Pearson's product-moment correlation","two.sided"
"356","ASV1594",0.2465765351001,1.01773027073666,0.323949548188722,16,-0.248952785312574,0.639794028739709,"Pearson's product-moment correlation","two.sided"
"357","ASV543",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"358","ASV1525",-0.0694739229114344,-0.278568778462255,0.784143902882802,16,-0.519494053433067,0.41071790744547,"Pearson's product-moment correlation","two.sided"
"359","ASV280",-0.317022655367268,-1.3370588374677,0.199903667959868,16,-0.682828397020775,0.175878983565364,"Pearson's product-moment correlation","two.sided"
"360","ASV266",0.0685001897742265,0.274645873871987,0.78710297452653,16,-0.411530926306885,0.518779342795428,"Pearson's product-moment correlation","two.sided"
"361","ASV908",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"362","ASV706",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"363","ASV1523",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"364","ASV365",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"365","ASV1065",-0.224204038804215,-0.920243507045297,0.371112528721431,16,-0.625590911709141,0.271036557819713,"Pearson's product-moment correlation","two.sided"
"366","ASV1623",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"367","ASV870",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"368","ASV1057",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"369","ASV968",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"370","ASV1355",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"371","ASV262",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"372","ASV680",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"373","ASV1093",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"374","ASV505",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"375","ASV1476",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"376","ASV1495",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"377","ASV1564",-0.224204038804215,-0.920243507045297,0.371112528721431,16,-0.625590911709141,0.271036557819713,"Pearson's product-moment correlation","two.sided"
"378","ASV1613",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"379","ASV486",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"380","ASV1401",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"381","ASV873",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"382","ASV110",0.15503959214756,0.62774894733359,0.53902537932304,16,-0.336163090756773,0.579932230613886,"Pearson's product-moment correlation","two.sided"
"383","ASV322",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"384","ASV420",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"385","ASV623",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"386","ASV1295",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"387","ASV1427",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"388","ASV1195",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"389","ASV50",0.0591613074364756,0.237060456339589,0.815618461117578,16,-0.419289821086961,0.511892578440174,"Pearson's product-moment correlation","two.sided"
"390","ASV545",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"391","ASV1081",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"392","ASV662",-0.205274663588195,-0.838964911269955,0.41384848880496,16,-0.613362191860711,0.289323156956282,"Pearson's product-moment correlation","two.sided"
"393","ASV725",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"394","ASV212",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"395","ASV1496",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"396","ASV759",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"397","ASV1571",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"398","ASV526",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"399","ASV1745",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"400","ASV183",0.0794864172011064,0.318954858200586,0.753886894674013,16,-0.402313439587751,0.526806781059875,"Pearson's product-moment correlation","two.sided"
"401","ASV757",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"402","ASV502",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"403","ASV314",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"404","ASV1219",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"405","ASV779",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"406","ASV734",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"407","ASV16",-0.361673200105364,-1.5517377870325,0.140278626188215,16,-0.708850715982742,0.126568525105758,"Pearson's product-moment correlation","two.sided"
"408","ASV1158",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"409","ASV1777",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"410","ASV1200",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"411","ASV1634",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"412","ASV715",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"413","ASV605",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"414","ASV888",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"415","ASV1796",0.174925343766519,0.710658521296889,0.487526581229048,16,-0.317907403566699,0.593338962237467,"Pearson's product-moment correlation","two.sided"
"416","ASV76",-0.0492839258319608,-0.197375552326066,0.846019280850484,16,-0.504544831555989,0.42742075318247,"Pearson's product-moment correlation","two.sided"
"417","ASV409",0.0629333761437948,0.252233499376333,0.804072131796072,16,-0.416164316764229,0.514681235035151,"Pearson's product-moment correlation","two.sided"
